price_target,bedrooms,bathrooms,car_spaces,land_m2,property_type,suburb,postcode,lat,lon,sold_date,sold_year,sold_month,dist_to_cbd_km,has_land_m2,price_per_m2,flag_bad_beds,flag_bad_baths,flag_bad_cars,flag_bad_land
3400000.0,5,5,2.0,769.0,house,Glen Waverley,3150,-37.892124,145.167656,2025-08-06,2025,8,19.969679834919077,1,4421.326397919376,False,False,False,False
1300000.0,4,3,2.0,,townhouse,Glen Waverley,3150,-37.897279,145.164787,2025-08-06,2025,8,20.003006896451232,0,,False,False,False,False
1457000.0,4,2,1.0,226.0,townhouse,Glen Waverley,3150,-37.87448029,145.17002633,2025-08-04,2025,8,19.390056699614657,1,6446.902654867256,False,False,False,False
990000.0,2,1,1.0,295.0,house,Glen Waverley,3150,-37.893046,145.153967,2025-08-04,2025,8,18.94358894174555,1,3355.9322033898306,False,False,False,False
580000.0,2,2,1.0,2871.0,unit,Glen Waverley,3150,-37.8786935,145.16496434,2025-08-04,2025,8,19.145853322634032,1,558.9898989898991,False,False,False,False
380000.0,1,1,1.0,,apartment,Glen Waverley,3150,-37.87987317,145.16367694,2025-08-04,2025,8,19.091366657342217,0,,False,False,False,False
2300000.0,5,3,2.0,658.0,house,Glen Waverley,3150,-37.86667,145.167934,2025-08-03,2025,8,18.930444805660176,1,3495.4407294832827,False,False,False,False
1825000.0,4,2,2.0,653.0,house,Glen Waverley,3150,-37.879679,145.181642,2025-08-02,2025,8,20.547859663608097,1,2794.7932618683003,False,False,False,False
1702000.0,5,3,1.0,729.0,house,Glen Waverley,3150,-37.890538,145.169981,2025-08-02,2025,8,20.07786223826983,1,2334.705075445816,False,False,False,False
1150000.0,3,1,2.0,932.0,house,Glen Waverley,3150,-37.895795,145.168395,2025-08-02,2025,8,20.208948979901365,1,1233.9055793991417,False,False,False,False
930000.0,3,1,1.0,314.0,unit,Glen Waverley,3150,-37.88655755,145.17098365,2025-08-02,2025,8,19.974161630340614,1,2961.7834394904457,False,False,False,False
